site,code,location,month,GPP_2001,GPP_2002,GPP_2003,GPP_2004,GPP_2005,GPP_2006,GPP_2007,GPP_2008,GPP_2009,GPP_2010,GPP_2011,GPP_2012,GPP_2013,GPP_2014,GPP_2015,NEE_2001,NEE_2002,NEE_2003,NEE_2004,NEE_2005,NEE_2006,NEE_2007,NEE_2008,NEE_2010,NEE_2011,NEE_2012,NEE_2013,NEE_2014,NEE_2015,TER_2001,TER_2002,TER_2003,TER_2004,TER_2005,TER_2006,TER_2007,TER_2008,TER_2009,TER_2010,TER_2011,TER_2012,TER_2013,TER_2014,TER_2015
SRER,US-xSR,Santa Rita Experimental Range NEON,4,1.36376803,0.679960725,0.801689136,1.027510706,0.86177626,0.682788846,0.911245139,0.808752247,0.827966372,1.056757286,0.685001227,0.83721987,0.737603932,0.873033476,1.002785087,-0.463223188,-0.049937141,-0.139812299,-0.217171218,-0.145814439,-0.076265216,-0.171240046,-0.117202962,-0.263711361,-0.051995076,-0.119728091,-0.076042338,-0.149793852,-0.2004069,0.849774415,0.631416146,0.663107017,0.762414269,0.701432,0.642493272,0.72348823,0.68473186,0.681626214,0.763435751,0.646082964,0.699637283,0.674772352,0.712449729,0.74018541
SRER,US-xSR,Santa Rita Experimental Range NEON,5,1.059386055,0.631972537,0.679076953,0.846814741,0.709327452,0.632700936,0.798469925,0.703407999,0.636506878,1.025699162,0.693068947,0.746439663,0.657793362,0.771066649,0.778784673,-0.136966758,0.029391906,-0.00322424,-0.038898731,-6.45E-05,0.038002023,-0.018421485,-0.009547542,-0.157607498,-0.0081624,0.021741139,0.05076617,-0.01404655,-0.03746101,0.912529372,0.709252424,0.753732567,0.833478166,0.778399498,0.791253899,0.820605544,0.718122683,0.790451399,0.835612966,0.696663956,0.792080825,0.77045499,0.76884771,0.729563124
SRER,US-xSR,Santa Rita Experimental Range NEON,6,0.879894832,0.522207846,0.559501382,0.631062783,0.595533491,0.545899111,0.612948275,0.637949595,0.706221414,0.745219659,0.552840339,0.618629198,0.522762293,0.550996228,0.63749098,-0.010522117,0.15228738,0.12317705,0.086983708,0.113272585,0.109045582,0.09112455,0.090252456,0.054971445,0.115488883,0.114190517,0.146640208,0.134952273,0.088410836,0.927241097,0.825822004,0.840758072,0.869807645,0.850674497,0.848654868,0.882505484,0.865527523,0.818152124,0.911013821,0.824701998,0.855403264,0.840115724,0.872862679,0.845501931
SRER,US-xSR,Santa Rita Experimental Range NEON,7,1.25493,0.692638465,0.843100773,0.910308302,0.817939507,0.969910111,1.314766152,1.80064653,0.884936024,1.051722357,0.747572096,1.097619142,0.816382904,1.160752609,0.819366134,-0.169219956,0.088763758,0.037437475,-0.013185392,0.071075378,-0.00708756,-0.168080826,-0.418133386,-0.051087552,0.056807942,-0.086584773,0.014965395,-0.092092456,0.029956132,1.023278134,0.893346947,0.968191353,0.98588655,0.973013054,1.063486667,1.123504721,1.303277602,1.012708558,1.039562839,0.908342847,0.992911998,0.946474593,1.083168188,0.962170368
SRER,US-xSR,Santa Rita Experimental Range NEON,8,1.336514023,1.307724412,1.49097198,1.255435151,1.820784228,2.104210542,2.017435469,2.14835935,0.996043953,2.054392608,1.112573365,1.251735789,1.144302359,1.686807816,1.301462897,-0.111767445,-0.105348821,-0.196491369,-0.104160219,-0.329374746,-0.501888927,-0.442036135,-0.539548171,-0.464664273,-0.014340855,-0.078431557,-0.038560129,-0.276416931,-0.089477415,1.162692844,1.198752403,1.252210883,1.165657621,1.372755014,1.448584799,1.439608373,1.498725775,1.091237623,1.472619572,1.103571624,1.181459918,1.135985826,1.317288303,1.178292095
SRER,US-xSR,Santa Rita Experimental Range NEON,9,1.110763025,1.668597479,1.189328741,0.975171797,1.42395291,1.903805744,1.44919421,1.907098818,1.04858436,1.40932359,1.256760632,1.20536037,1.037905749,1.355960638,1.659833266,-0.030186837,-0.311726205,-0.067987188,-0.015732514,-0.165127102,-0.419276068,-0.177669501,-0.431253494,-0.171160387,-0.118612529,-0.091392918,-0.044130698,-0.139610381,-0.255895397,1.065168095,1.24157362,1.106207229,0.995619609,1.211334928,1.303780697,1.182935702,1.325145952,1.023063288,1.17423227,1.061891333,1.081397863,1.023078679,1.147977162,1.229540036
SRER,US-xSR,Santa Rita Experimental Range NEON,10,0.865572495,1.142927814,1.193036523,0.922948735,1.112732614,1.1467901,0.99224381,1.207407415,0.770838449,1.108911892,0.987333666,0.814584332,0.798032548,1.07193017,1.382162985,-0.0617556,-0.19317143,-0.144759169,-0.061432598,-0.12496549,-0.194716649,-0.106869037,-0.17833376,-0.149595028,-0.128565724,-0.0406745,-0.053169883,-0.105887435,-0.223792204,0.759594309,0.84125398,0.920049733,0.791951545,0.866585401,0.839734564,0.824523333,0.896805728,0.71848053,0.836851659,0.805353507,0.735826981,0.716666703,0.86923645,0.969675479
SRER,US-xSR,Santa Rita Experimental Range NEON,11,0.714516376,0.92250998,0.820170426,0.821142651,0.876002771,0.907932582,0.837716442,0.883591264,0.626110794,0.819747994,0.839606618,0.684931645,0.72102758,0.804493306,0.964687153,-0.076553374,-0.128451624,-0.103366439,-0.124817535,-0.1334834,-0.128380744,-0.023216372,-0.101696183,-0.148513708,-0.099418236,-0.023265073,-0.003098016,-0.061212091,-0.212187163,0.588166697,0.701616326,0.644887705,0.616459751,0.669636683,0.683510473,0.68871919,0.676893445,0.578312609,0.604004312,0.636237495,0.612804128,0.639217562,0.653917234,0.663851824
SRER,US-xSR,Santa Rita Experimental Range NEON,12,0.550775919,0.706603872,0.703597947,0.728752296,0.729335605,0.714293264,0.642948339,0.748444909,0.532184329,0.677619373,0.676382542,0.637669886,0.728996545,0.679267353,0.703713144,-0.069922042,-0.124256536,-0.115238178,-0.092870394,-0.093491607,-0.119764689,-0.072476938,-0.070478959,-0.028924934,-0.081422426,-0.079966599,-0.094537853,-0.070924544,-0.12139079,0.474541277,0.545723816,0.540531569,0.594531396,0.564832256,0.576589115,0.50858757,0.603355424,0.470356178,0.561107681,0.563268152,0.502494858,0.553398638,0.56927044,0.562545819
STER,US-xSL,North Sterling NEON,1,0.174056504,0.230796384,0.304232024,0.268167381,0.194302002,0.195233432,0.115118562,0.104626284,0.359240563,0.226142642,0.168533374,0.236939558,0.23072949,0.177810764,0.175247699,-0.162348181,-0.165960579,-0.156832539,-0.163288406,-0.081601008,-0.024322909,-0.105515585,-0.148509875,-0.105628519,-0.129692734,-0.123362118,-0.140391907,-0.057455452,-0.111733768,1.41E+36,0.219848894,0.30015723,0.286624128,0.287940043,0.313112279,0.127139326,0.146301579,0.364679408,0.243511544,0.226109627,0.310393231,0.234425069,0.251244188,0.195732012
STER,US-xSL,North Sterling NEON,2,0.202052493,0.259919975,0.214903567,0.162212144,0.271042225,0.201481155,0.172947641,0.210226783,0.331323455,0.168557525,0.223795133,0.170478982,0.212023234,0.139031066,0.212020189,-0.126359006,-0.135082561,-0.120547601,-0.090547903,-0.045634498,-0.069905795,-0.138400866,-0.148522111,-0.133678857,-0.018402136,-0.094711128,-0.063633963,-0.074379755,0.048840404,0.259322695,0.288660952,0.276348361,0.200512526,0.344117339,0.275294937,0.216060774,0.24084404,0.336459681,0.225096552,0.29533927,0.219912254,0.30625364,0.195531705,0.401314274
STER,US-xSL,North Sterling NEON,3,0.358656141,0.306117718,0.356370621,0.361748999,0.445517776,0.324513625,0.568172566,0.407504398,0.384305195,0.309766792,0.352674362,0.405441276,0.262467168,0.372453801,0.3467455,-0.008309183,-0.072645558,-0.069841837,-0.009305142,-0.130929171,-0.029792018,-0.095217052,-0.069571162,-0.048387455,-0.031697209,-0.058065586,-0.043358092,-0.036237679,-0.079363118,0.492249757,0.363454362,0.382290913,0.459455183,0.410914381,0.422015461,0.520546223,0.421658512,0.395017582,0.400637434,0.43991454,0.445916,0.342400303,0.399228419,0.415895983
STER,US-xSL,North Sterling NEON,4,0.817456713,0.600603496,1.141613014,0.644630997,0.928333767,0.74922837,1.118086954,0.695178004,0.714812396,0.820415363,0.622046126,1.018208473,0.429405676,0.715168581,0.802507548,-0.199335689,-0.048122427,-0.375000176,-0.04424676,-0.303015803,-0.152546993,-0.405592844,-0.136500555,-0.285290526,-0.139916006,-0.338106592,-0.025136337,-0.126854659,-0.202761596,0.723371059,0.648685983,0.79077322,0.657458499,0.754056031,0.700534987,0.819342083,0.647181805,0.702270622,0.689717553,0.633979445,0.778912158,0.515343376,0.662046845,0.700047008
STER,US-xSL,North Sterling NEON,5,1.763519132,0.675034953,2.413068189,0.840378805,1.689277233,0.839500367,1.856907453,0.925471135,1.43383666,1.713107253,1.327682039,1.155520748,1.276544014,1.485080708,1.710414903,-0.591530019,0.032031587,-0.886405357,-0.049192254,-0.50662239,-0.05324593,-0.554333517,-0.169943142,-0.552618873,-0.351691486,-0.168793334,-0.329313044,-0.449978702,-0.546049785,1.184029086,0.834671771,1.430512396,0.875061785,1.163430237,0.832233254,1.176054848,0.87198135,1.079211884,1.18243505,1.027158779,0.948297798,0.980561309,1.072852354,1.23595132
STER,US-xSL,North Sterling NEON,6,1.497487769,0.571416987,1.969552882,0.867270549,1.32666265,0.445964802,1.10672657,1.0500252,2.408767978,1.673871913,1.81950216,0.540185796,1.098799747,2.024776754,1.612728953,-0.283586792,0.178575026,-0.53805107,0.010516778,-0.194313395,0.196476215,-0.102039498,-0.088045488,-0.350179424,-0.453782183,0.175754592,-0.100147929,-0.555729834,-0.288410477,1.217997453,0.88622899,1.344033646,0.934163966,1.137283964,0.84491167,1.030233954,0.951956806,1.459800459,1.298768974,1.229525385,0.860955123,1.005964441,1.354344612,1.262283158
STER,US-xSL,North Sterling NEON,7,1.57035574,0.370302619,1.203155874,1.256554725,0.684801989,0.520585951,1.006651882,0.560814707,1.725166713,1.162168783,1.716322001,0.719961113,1.532406257,1.455117519,1.122531191,-0.286681629,0.28463284,-0.09239035,-0.16101432,0.136252627,0.177584549,-0.013106546,0.162650249,-0.10936248,-0.310704681,0.100666316,-0.289991149,-0.224260313,-0.065876725,1.277831324,0.842498021,1.169725226,1.092074591,0.952215568,0.872228698,1.089937712,0.883333982,1.244702489,1.121741896,1.328989103,0.984631061,1.266932185,1.191624922,1.099920736
STER,US-xSL,North Sterling NEON,8,1.425279927,0.999668002,1.370048277,1.758587005,0.763875617,1.531161941,2.227590368,1.44672469,1.260360719,1.107922779,1.224842854,0.49332847,1.416522008,1.652466039,0.868690684,-0.187157128,0.009298185,-0.159883944,-0.378657738,0.070450782,-0.207631446,-0.575282289,-0.222326265,-0.060762439,-0.136220134,0.206911771,-0.230800609,-0.303657386,0.017341063,1.25463086,1.068401875,1.277999608,1.320911545,0.966321718,1.330775069,1.577565084,1.218769565,1.158977886,1.112745775,1.188344654,0.870408521,1.315587282,1.331839271,1.043927072
STER,US-xSL,North Sterling NEON,9,0.618930767,1.118066817,0.645838704,0.748481905,0.319053394,0.940850442,0.737493193,1.028668846,0.586338336,0.414882219,0.512340871,0.300854655,0.479290907,0.830577005,0.339824689,0.060623971,-0.168790015,0.001909615,0.019523153,0.176157227,-0.113255022,-0.003670907,-0.168747667,0.125521971,0.050400756,0.174529017,0.121503141,-0.092906942,0.189567826,0.791007126,0.977870249,0.738586119,0.829457158,0.669309332,0.893091341,0.819626191,0.893425304,0.777221191,0.711875353,0.745369863,0.63526506,0.764627562,0.863615546,0.712472156
STER,US-xSL,North Sterling NEON,10,0.43962062,0.423396856,0.240925532,0.484807779,0.347465549,0.488479352,0.371569756,0.467613869,0.333902196,0.361172034,0.368998705,0.287417397,0.414426796,0.53845233,0.203429098,0.024143222,-0.003664133,0.11586056,0.041182328,0.119434696,-0.021038895,0.060856911,0.05237132,0.105659724,0.065507061,0.13342265,0.05198575,-0.013345329,0.174674298,0.568329959,0.505355741,0.5001375,0.628515893,0.58950342,0.566404605,0.55890712,0.612208169,0.57603772,0.559918797,0.519800779,0.482767453,0.552326082,0.621839414,0.516195333
STER,US-xSL,North Sterling NEON,11,0.265343712,0.280057434,0.223575317,0.216243025,0.234352222,0.274292929,0.265635036,0.328469914,0.226155621,0.227745642,0.271347069,0.234834686,0.24092603,0.240107594,0.208748997,-0.02800795,-0.011298164,0.037071971,-0.02683229,0.009257519,0.03853498,0.03457997,0.013383921,-0.051512389,0.004202695,0.058331737,0.019050099,0.037668306,0.031005376,0.364245465,0.372242712,0.34793471,0.327080501,0.370310171,0.398829313,0.407586015,0.414012843,0.331803137,0.312429611,0.326793409,0.354597037,0.339119836,0.358648102,0.302580548
STER,US-xSL,North Sterling NEON,12,0.184725175,0.207424028,0.168498295,0.230030782,0.173214607,0.148811854,0.11195338,0.224686401,0.154977954,0.195259396,0.173767681,0.138405987,0.170329333,0.115227629,0.145042153,-0.123942111,-0.123193962,-0.098580283,-0.054329248,0.005431225,-0.041270268,-0.08240238,-0.089447089,-0.102403902,-0.03321306,-0.082882553,-0.056910876,-0.066222745,-0.055641284,0.230474813,0.275938322,0.231314182,0.336254458,0.307438493,0.209015725,0.186597543,0.257353348,0.203921698,0.2579084,0.274551661,0.198497537,0.24801811,0.19330106,0.206794508
TALL,US-xTA,Talladega National Forest NEON,1,1.232314783,1.689342549,1.505199285,1.468458404,1.65079519,1.818520438,1.533580945,1.580139876,1.457527742,1.198115494,1.296489884,1.686473501,1.128571772,1.443774418,1.29537252,0.281689596,0.069209452,0.054282325,0.191028202,0.173466942,0.144255144,0.318166156,0.156171197,0.227093133,0.157188381,0.158976515,0.40282419,0.085873581,0.283790467,1.41E+36,1.708518809,1.494223634,1.619975303,1.767732082,1.912820547,1.746072974,1.672628052,1.565055105,1.362706156,1.373548474,1.782732891,1.445213708,1.50306946,1.52659036
TALL,US-xTA,Talladega National Forest NEON,2,2.15063233,1.95081284,1.596644665,1.324257062,1.714389521,1.691811671,1.874390008,1.80755241,1.710476893,1.385516148,1.936819191,1.788503385,1.402189945,1.683123274,1.537454668,0.029892146,-0.108353296,0.21823566,0.312185344,0.172090995,0.065873629,-0.161603159,0.107071649,0.035727785,0.035419866,-0.035430045,0.305653497,0.113503436,0.106545448,2.153060579,1.813381681,1.722461651,1.575953574,1.80915072,1.752185834,1.711185394,1.878822655,1.664139561,1.377637744,1.924430631,1.760574461,1.617446067,1.753844713,1.609506404
TALL,US-xTA,Talladega National Forest NEON,3,2.43087554,2.591507665,2.760138557,2.930179748,2.372245292,2.68795529,3.289973135,2.641832655,2.549775838,2.381046858,2.941578828,3.789319633,2.077442329,2.140877695,2.111595542,-0.160877918,-0.258985688,-0.052100951,-0.524499431,-0.160823075,-0.434916787,-0.58935407,-0.317171296,-0.16439771,-0.282849058,-0.801334915,-0.177127914,-0.105027944,0.200356244,2.212171169,2.304156778,2.651563252,2.434606528,2.19072755,2.298994114,2.698520668,2.324003628,2.471188954,2.177507937,2.643675521,3.027399567,1.895031436,2.031400985,2.261316267
TALL,US-xTA,Talladega National Forest NEON,4,6.003637814,5.736125893,5.863568211,5.976465157,5.621733017,6.678337954,6.501354791,5.796333671,5.252070941,6.402839883,6.701461627,6.988151625,4.869668453,4.535952154,5.150549316,-2.219991064,-1.739112283,-1.843658994,-2.2724789,-2.022252674,-2.543681954,-2.405458134,-2.043139166,-2.643044327,-2.581535245,-2.783577086,-1.419309921,-1.164280514,-1.227256039,3.925573816,3.93356102,4.131337282,3.874311414,3.647364431,4.181555882,4.042232035,3.90093207,3.636162151,3.919143207,4.222554796,4.38271486,3.450514818,3.439302295,3.879454451
TALL,US-xTA,Talladega National Forest NEON,5,7.948777641,7.727976874,7.305670151,7.956464066,7.854598609,7.981037305,8.133275805,7.510845301,6.837581584,7.66065131,7.653307026,7.428348586,7.093728538,7.244574339,7.218447292,-3.472735376,-3.089220707,-2.480626922,-3.07385247,-3.459317951,-3.563929044,-3.58265202,-2.796211182,-3.001173863,-3.070578793,-3.065188063,-2.795413371,-2.882948824,-2.637567049,4.715242749,4.83429518,4.815689908,5.014233769,4.671699042,4.709342729,4.862503959,4.861173843,4.712080548,4.875723018,4.820882338,4.687677249,4.531619451,4.593505094,4.752254893
TALL,US-xTA,Talladega National Forest NEON,6,7.279380721,7.908083214,7.700622772,7.270208036,7.562256383,8.103406699,7.879604827,7.90217652,7.412549277,7.969163271,7.5446338,7.108865252,7.724112703,7.792602084,7.675386302,-2.473807336,-3.206887693,-2.827580908,-2.046049023,-2.704483768,-3.507312819,-3.119404477,-3.276379325,-3.225248897,-2.900464559,-2.690950454,-2.774721687,-2.949147825,-3.060890959,4.963124115,5.036186515,4.990921364,5.141857807,5.048122788,5.110310174,5.120278709,5.00621377,4.906274993,5.118301414,5.026305477,4.635540814,5.169022832,5.110809626,4.951393495
TALL,US-xTA,Talladega National Forest NEON,7,7.881020878,7.775902767,7.457126479,7.885732364,6.956352341,7.904806116,7.151152104,7.411573003,7.302227001,7.727877384,7.253929643,6.921284381,7.077659445,7.308419302,7.416883527,-3.382731796,-3.057870808,-2.531373836,-3.202245706,-1.800788408,-2.908948267,-2.308346432,-2.748720716,-2.817252024,-2.505106316,-2.196182818,-2.192408105,-2.694362035,-2.765634091,4.947999363,5.033593735,5.084303957,5.06491406,5.161448941,5.262010216,5.016117026,4.958930064,4.870886573,5.209896174,4.986567077,4.910788461,4.989779066,4.825536819,4.945296534
TALL,US-xTA,Talladega National Forest NEON,8,6.453646937,7.458626844,7.084400901,6.935527065,7.013499076,7.570235951,7.414473989,6.616006154,6.574680391,7.071958991,6.553127369,5.89671191,6.491959899,6.726721862,6.607370941,-1.694898466,-2.575051944,-2.223588219,-2.334450449,-2.321352381,-2.655878404,-2.44843403,-1.95997326,-2.404486717,-2.011099233,-1.649284711,-2.0501588,-2.201951381,-2.252166559,4.727245444,5.008923529,4.953717504,4.817348389,4.833901404,5.083159949,5.040855822,4.749257702,4.713232585,4.883298012,4.774701098,4.480338605,4.645899173,4.751483281,4.623065442
TALL,US-xTA,Talladega National Forest NEON,9,5.934590032,5.919357742,5.912155003,6.415386904,6.120971823,6.652257005,6.294152066,6.176110309,5.261716156,6.307567833,6.011386035,5.192858714,5.753424257,5.642074352,5.353072491,-1.851866331,-1.221189144,-1.944382354,-1.931809813,-1.706238765,-2.216906537,-1.653360848,-1.620108193,-2.093224539,-1.900008623,-1.428842873,-1.671585771,-1.408179132,-1.412620785,4.118516506,4.65050724,4.132159274,4.453033091,4.451334158,4.478103929,4.527336044,4.454032631,4.273939224,4.318897225,4.171991782,3.977109551,4.237558874,4.341069665,4.06888423
TALL,US-xTA,Talladega National Forest NEON,10,4.250471334,4.07421164,4.039135552,4.28783072,4.506959786,4.407665731,4.871380445,4.56843331,3.510972985,4.44480502,4.235850573,3.799385527,3.989318983,4.582452396,3.929605389,-0.943655626,-0.439637013,-0.590507166,-0.367856674,-0.937385586,-1.10311381,-1.153230323,-1.016316634,-1.097327212,-0.925974617,-0.620561091,-0.739088641,-1.129576484,-0.502731997,3.248425368,3.549819579,3.33837928,3.768457986,3.474370557,3.258766957,3.689632857,3.469673376,3.093451409,3.352568462,3.282196745,3.169771777,3.129196318,3.44062575,3.423095369
TALL,US-xTA,Talladega National Forest NEON,11,2.529507353,2.369859577,2.171972583,2.159934963,2.217893101,2.357757034,2.657870999,2.098360293,1.94597188,2.473229765,2.082374319,2.107875431,1.864433093,2.418539937,2.267247203,0.010387516,-0.158701905,0.092533562,0.23592433,0.043366558,-0.147568134,-0.164845565,-0.032996585,-0.032349015,0.029422456,0.012256616,0.117730134,-0.176591436,-0.008673987,2.47697904,2.117865306,2.221303321,2.31843809,2.199173618,2.148859201,2.412306862,2.009471204,1.950292859,2.359284549,2.053306912,2.123547122,1.896280003,2.171073972,2.258200845
TALL,US-xTA,Talladega National Forest NEON,12,1.653714487,1.596450986,1.294740402,1.68522142,1.602667037,1.80576613,1.814908437,1.326944489,1.24453492,1.475360457,1.665955305,1.185820335,1.211971586,1.341879229,1.604543683,0.182814723,0.231182578,0.269992177,0.124640984,0.138541306,0.316422134,0.271208478,0.383590966,0.133220003,0.247102036,0.456806693,0.345924544,0.337652449,0.317860502,1.786138584,1.779160356,1.52722667,1.774965923,1.687297065,2.057041686,2.033156846,1.658446403,1.519554981,1.503735142,1.833049034,1.57963818,1.49850501,1.606243776,1.923587793
TREE,US-xTR,Treehaven NEON,1,0.024158157,0.073829211,0.109657665,0.027410282,0.016524613,0.050953103,0.034186361,0.029438852,0.007369415,0.037186816,0.024720478,0.071803372,0.022226268,0.020149192,0.015186238,0.57669327,0.697129463,0.646554377,0.542755083,0.460879079,0.676066511,0.618402138,0.556159263,0.590604358,0.519796425,0.662025237,0.621155861,0.392994351,0.495265022,1.41E+36,0.614225746,0.624470679,0.393685022,0.337513036,0.562635663,0.458294292,0.415346567,0.36217085,0.449746299,0.371890446,0.531260428,0.472537793,0.279845417,0.356997661
TREE,US-xTR,Treehaven NEON,2,-0.004904959,0.022562422,-0.013065248,-0.008835542,0.031774641,0.007022366,-0.008333955,-0.016203154,-0.017180275,0.00391041,0.007361366,0.011882114,-0.012609906,0.000200271,-0.012194954,0.484770286,0.57147325,0.446191786,0.462488553,0.553023208,0.51378901,0.42288517,0.461991687,0.497667752,0.513173627,0.532987141,0.471395452,0.389010143,0.401938956,0.375139513,0.524332816,0.380009846,0.374327231,0.523059513,0.452517334,0.3619088,0.35493343,0.399268615,0.437156753,0.432935467,0.4753132,0.364914317,0.314047537,0.318396656
TREE,US-xTR,Treehaven NEON,3,0.132787536,0.112026468,0.255681215,0.133867757,0.109406938,0.19698741,0.337578883,0.062478623,0.29102469,0.37262746,0.067070537,0.664846444,0.064486636,0.038202115,0.235287677,0.632678926,0.598253571,0.602277706,0.657781004,0.577805582,0.544532977,0.631353294,0.547137373,0.677148545,0.569864323,0.575834174,0.593944148,0.490698824,0.54303437,0.692612735,0.598441885,0.807329643,0.687685816,0.596377745,0.728889892,0.870948353,0.566210461,0.77138725,0.9574703,0.605675598,1.263879877,0.573366863,0.460751513,0.718363299
TREE,US-xTR,Treehaven NEON,4,0.811637626,0.625494323,0.842731072,0.730425173,0.830405255,0.90612424,0.771685176,0.497942106,0.659706571,0.951674767,0.486696909,0.994451755,0.560194137,0.428313235,0.893852121,0.643867506,0.781033652,0.654737301,0.713942384,0.699742256,0.65717536,0.577557961,0.91368599,0.540766385,0.815262024,0.490266067,0.775716456,0.819823755,0.564087244,1.403661838,1.339692374,1.546147328,1.405292331,1.550970943,1.609431295,1.375745337,1.281890527,1.314449698,1.571259203,1.165942367,1.557276796,1.212698325,1.121965547,1.515020805
TREE,US-xTR,Treehaven NEON,5,4.858219293,2.964648002,3.356268242,3.046403589,3.281150869,4.084609593,4.140871252,3.04755776,4.026355176,4.511522089,3.362380461,5.592677829,3.954903503,3.347329364,4.073063039,-1.687995361,-0.705727402,-0.832127908,-0.395414447,-0.572624341,-1.286630229,-1.286989872,-0.920075435,-1.636156887,-0.749768682,-2.363978023,-1.346553782,-0.845676103,-1.303031302,3.264788643,2.388819031,2.679977899,2.705919388,2.831980954,2.988153696,3.089158047,2.361906955,2.749655715,3.123998825,2.663046559,3.366224804,2.857022838,2.669892172,2.882481221
TREE,US-xTR,Treehaven NEON,6,7.211230151,7.502332237,8.090704423,7.414834131,8.571371999,8.415323996,8.684460591,7.440545444,7.161971634,7.117063798,7.72818851,8.366489636,7.644398478,8.117182272,7.502608907,-2.871227608,-2.94573315,-3.896685571,-3.363161282,-4.222340791,-4.426934361,-4.41428214,-3.359220394,-2.955781745,-3.520645976,-4.04942147,-3.58569725,-3.666025532,-3.3960537,4.307036058,4.414315957,4.25124863,4.065251303,4.485072126,4.317754005,4.456745676,4.066735026,4.214878864,4.255504819,4.276153596,4.415991466,4.16964951,4.355835293,4.151747494
TREE,US-xTR,Treehaven NEON,7,8.05102535,8.809241572,8.039387437,7.812674581,8.372054237,7.766895558,8.239050765,8.579726284,7.665886277,7.641083275,7.952344726,8.417349644,8.066468704,8.196273831,8.31606479,-3.670768903,-4.185578368,-3.530679199,-3.614573745,-3.734490794,-3.572325838,-3.944604135,-4.459052281,-3.225103069,-3.182565531,-4.076689919,-3.601428019,-3.889549447,-4.251995296,4.560170453,4.764098012,4.500512674,4.314567255,4.680146407,4.475704231,4.49832742,4.428967757,4.099767439,4.519213135,4.740003507,4.635433013,4.515934104,4.32326605,4.414813135
TREE,US-xTR,Treehaven NEON,8,6.875359567,7.720829795,7.491936386,6.548031969,6.826283581,6.786416721,6.537622193,7.292857718,6.667194232,6.728694023,6.925035021,6.610026904,6.905509112,6.648666156,6.319774001,-2.762424567,-3.392394039,-3.235380825,-2.579819055,-2.839072404,-2.793334512,-2.505917427,-3.411947972,-2.656753576,-2.972378273,-2.889881762,-2.897177801,-2.387262,-2.114013713,4.161433392,4.386177874,4.371788026,3.903655203,4.10112429,4.066585676,4.07627597,4.087962147,4.036378985,4.126254762,4.082986365,3.865975953,4.07223856,4.14602714,4.084395855
TREE,US-xTR,Treehaven NEON,9,3.665772857,4.239951205,4.051199793,4.546303921,4.234597083,3.430942923,3.564809479,4.026764882,4.428076809,3.221111893,3.822326075,3.242580746,4.34898176,3.974672437,4.226411557,-0.559147503,-0.597623818,-0.709846206,-1.053697827,-0.666987509,-0.335342995,-0.265725808,-0.819015027,-0.34284403,-0.764532454,-0.337870812,-1.022520787,-0.767031689,-0.890601747,2.983296069,3.470378406,3.202076434,3.437478001,3.477183652,2.980120919,3.270403565,3.148142764,3.29464611,2.76635714,3.111534316,2.86236791,3.327893365,3.156898976,3.31307982
TREE,US-xTR,Treehaven NEON,10,0.796322771,0.886103719,1.062500938,0.968030801,1.161491351,0.756894994,0.905772139,0.801345833,0.746551333,0.767874529,0.926198559,0.542292869,0.844002068,0.768238658,0.985319768,0.861300172,0.775329723,0.720872996,0.809190402,0.756579239,0.894229573,0.880240327,0.901705921,0.81502913,0.785533348,0.898128952,0.850103522,0.845577248,0.859037395,1.542824199,1.483619444,1.736824179,1.676760869,1.841857164,1.527483187,1.681133688,1.575883492,1.444353015,1.526604914,1.68314893,1.283002272,1.609942842,1.465469184,1.88048802
TREE,US-xTR,Treehaven NEON,11,0.397744673,0.203714056,0.24797872,0.230823182,0.216894906,0.26167449,0.22995089,0.209117731,0.303993343,0.249335815,0.284523462,0.302764139,0.191370426,0.101025916,0.361252277,0.926686753,0.81856914,0.897420899,0.849252091,0.873374957,0.899977176,0.830680004,0.843589164,0.850641193,0.887825002,0.855982195,0.774689624,0.726693073,0.947939602,1.138155991,0.772726163,0.896766565,0.820215303,0.857135284,0.904175795,0.814425593,0.795496736,0.965434947,0.885901166,0.931594901,0.924103887,0.715728134,0.578716679,1.098524966
TREE,US-xTR,Treehaven NEON,12,0.095530279,0.136695016,0.068749032,0.051381654,0.052846094,0.107844338,0.053153641,0.043153325,0.049876441,0.054440567,0.082424048,0.079669696,0.032657823,0.052815976,0.087412743,0.715276538,0.786642597,0.688216358,0.581562107,0.61676872,0.764940897,0.635445589,0.565636392,0.627431042,0.741339631,0.697778444,0.482299557,0.61690943,0.688835868,0.615425875,0.684396409,0.512443867,0.406958847,0.462898433,0.645098742,0.463222286,0.399984742,0.418430378,0.451087196,0.594312704,0.572234305,0.335030264,0.462149458,0.577361629
UKFS,US-xUK,KU Field Station NEON,1,0.200203115,0.241744725,0.203305509,0.241040815,0.242552836,0.268146602,0.219674149,0.152845537,0.238275623,0.168044889,0.169856597,0.24363284,0.223259475,0.235519643,0.197639974,0.361977252,0.389703156,0.417644279,0.421426306,0.461913802,0.48321763,0.455464459,0.365801194,0.362026789,0.374513349,0.436951817,0.392205022,0.414254532,0.387703474,1.41E+36,0.628212348,0.571763073,0.65839097,0.680214513,0.753006027,0.678002311,0.534389599,0.601112711,0.500115538,0.524489771,0.659442556,0.600447464,0.642334394,0.580354703
